Latitude,Longitude,Pays,Ville_Proche,Region
-21.8002347,115.1032442,Australia,Onslow,Oceania
-21.8078364,-49.6306985,Brazil,Garça,South America
-21.8126725,-51.4735538,Brazil,Presidente Prudente,South America
-21.8567183,-50.6879744,Brazil,Tupã,South America
-21.8719499,148.461566,Australia,Moranbah,Oceania
-21.8775561,-50.6625441,Brazil,Tupã,South America
-21.9181731,-42.299438,Brazil,Nova Friburgo,South America
-21.9406049,-40.9872812,Brazil,Campos,South America
-21.9459757,-44.4760811,Brazil,Barra Mansa,South America
-21.9471625,144.662624,Australia,Hughenden,Oceania
-21.9552334,-47.8828527,Brazil,São Carlos,South America
-21.9971695,-46.1523038,Brazil,Pouso Alegre,South America
-22.0189662,139.5905268,Australia,Boulia,Oceania
-22.0212036,-54.8854879,Brazil,Dourados,South America
-22.0662473,-41.6836365,Brazil,Macaé,South America
-22.0737786,-51.4191302,Brazil,Presidente Prudente,South America
-22.0745446,-54.7128689,Brazil,Dourados,South America
-22.0750713,148.0793848,Australia,Moranbah,Oceania
-22.0859891,-48.7485674,Brazil,Jaú,South America
-22.0860976,-70.1960545,Chile,Tocopilla,South America
-22.0874336,-54.5109771,Brazil,Dourados,South America
-22.1022662,-50.4830937,Brazil,Tupã,South America
-22.1026241,-53.4686244,Brazil,Dourados,South America
-22.1336173,-42.0757458,Brazil,Macaé,South America
-22.187472,118.0398967,Australia,Tom Price,Oceania
-22.1894862,-51.183849,Brazil,Presidente Prudente,South America
-22.1904039,-52.7574447,Brazil,Presidente Prudente,South America
-22.2360049,-54.1508058,Brazil,Dourados,South America
-22.2463355,-53.3388758,Brazil,Dourados,South America
-22.2782085,-69.5573844,Chile,Oficina María Elena,South America
-22.2811931,-51.5111381,Brazil,Presidente Prudente,South America
-22.2890406,-70.2392529,Chile,Tocopilla,South America
-22.2974609,-55.0544886,Brazil,Dourados,South America
-22.3197502,-69.016017,Chile,Chuquicamata,South America
-22.326244,-47.169997,Brazil,Limeira,South America
-22.3346573,-53.3379538,Brazil,Dourados,South America
-22.3532114,-47.4105428,Brazil,Rio Claro,South America
-22.3723539,-44.5036607,Brazil,Barra Mansa,South America
-22.4032444,-46.4913373,Brazil,São João da Boa Vista,South America
-22.4246385,147.4181986,Australia,Moranbah,Oceania
-22.4334737,-65.7029191,Argentina,Abra Pampa,South America
-22.4341629,117.8402416,Australia,Tom Price,Oceania
-22.4360804,-48.5070312,Brazil,Jaú,South America
-22.4618305,-44.997869,Brazil,Guaratinguetá,South America
-22.4646344,-44.5959178,Brazil,Barra Mansa,South America
-22.4741592,-48.5561934,Brazil,Jaú,South America
-22.4766515,-43.2362799,Brazil,Petrópolis,South America
-22.4907009,-42.2020134,Brazil,Nova Friburgo,South America
-22.4984096,-65.1017443,Argentina,Abra Pampa,South America
-22.5197947,-47.1880871,Brazil,Limeira,South America
-22.5397328,-42.4135564,Brazil,Nova Friburgo,South America
-22.5492373,-43.2497647,Brazil,Petrópolis,South America
-22.557815,143.4250938,Australia,Winton,Oceania
-22.5997286,136.7132664,Australia,Camooweal,Oceania
-22.6125553,148.2460072,Australia,Moranbah,Oceania
-22.6210067,-43.1602843,Brazil,Petrópolis,South America
-22.6233927,-65.6977653,Argentina,Abra Pampa,South America
-22.6295939,-54.7112006,Brazil,Dourados,South America
-22.6639821,114.1388431,Australia,Exmouth,Oceania
-22.6640291,116.2233889,Australia,Pannawonica,Oceania
-22.6746884,145.060729,Australia,Barcaldine,Oceania
-22.680325,117.7500771,Australia,Tom Price,Oceania
-22.6905596,-46.6809645,Brazil,Bragança Paulista,South America
-22.7085001,-46.9918895,Brazil,Campinas,South America
-22.713958,-69.197013,Chile,Calama,South America
-22.7164935,-42.3897748,Brazil,Cabo Frio,South America
-22.7205782,-48.6180639,Brazil,Botucatu,South America
-22.7487073,29.9019373,South Africa,Musina,South Africa
-22.7579885,-47.6383491,Brazil,Piracicaba,South America
-22.7762903,-48.7988113,Brazil,Avaré,South America
-22.8267249,-45.2909385,Brazil,Guaratinguetá,South America
-22.8328808,-43.7712074,Brazil,Iguaçu,South America
-22.8445878,-43.9782447,Brazil,Barra Mansa,South America
-22.8488343,145.0764422,Australia,Barcaldine,Oceania
-22.8517436,-51.221001,Brazil,Londrina,South America
-22.8618768,29.6073798,South Africa,Musina,South Africa
-22.8867063,-43.2803556,Brazil,Rio de Janeiro,South America
-22.8957955,-70.2755821,Chile,Mejillones,South America
-22.8962237,149.6181241,Australia,Rockhampton,Oceania
-22.8965555,29.6096452,South Africa,Musina,South Africa
-22.8982564,-50.9719343,Brazil,Londrina,South America
-22.901046,-51.5195999,Brazil,Arapongas,South America
-22.9090351,-64.6553745,Argentina,Bermejo,South America
-22.9229855,-65.5560422,Argentina,Abra Pampa,South America
-22.9294297,29.2356141,South Africa,Polokwane,South Africa
-22.932997,144.6032405,Australia,Longreach,Oceania
-23.0039934,-46.8674567,Brazil,Jundiaí,South America
-23.0067636,-47.7387925,Brazil,Piracicaba,South America
-23.0084125,-46.6502166,Brazil,Bragança Paulista,South America
-23.0133352,-66.3636969,Argentina,Susques,South America
-23.0243017,-49.1570168,Brazil,Avaré,South America
-23.029185,-51.46441,Brazil,Arapongas,South America
-23.0343957,134.6251666,Australia,Alice Springs,Oceania
-23.0400805,-51.4415556,Brazil,Londrina,South America
-23.0432926,29.5688299,South Africa,Musina,South Africa
-23.0608639,114.5318771,Australia,Exmouth,Oceania
-23.0879607,-49.3572325,Brazil,Avaré,South America
-23.1351992,-66.5384255,Argentina,Susques,South America
-23.1413625,150.4050959,Australia,Rockhampton,Oceania
-23.1428127,-44.1657156,Brazil,Barra Mansa,South America
-23.1475396,-65.8172939,Argentina,Abra Pampa,South America
-23.1559254,113.7686575,Australia,Exmouth,Oceania
-23.166678,-45.53286,Brazil,Taubaté,South America
-23.1722672,-45.7590222,Brazil,São José dos Campos,South America
-23.1768635,-46.1516453,Brazil,São José dos Campos,South America
-23.1779033,150.5644512,Australia,Rockhampton,Oceania
-23.1910068,-44.7274728,Brazil,Guaratinguetá,South America
-23.1917403,29.8665234,South Africa,Thohoyandou,South Africa
-23.1934661,-50.6390869,Brazil,Londrina,South America
-23.1984376,-64.3002286,Argentina,San Ramón de la Nueva Orán,South America
-23.2700815,-55.1806082,Brazil,Ype Jhú,South America
-23.2893069,-51.5113809,Brazil,Arapongas,South America
-23.2972236,144.6779304,Australia,Longreach,Oceania
-23.3189766,-53.8498628,Brazil,Salto del Guairá,South America
-23.3333708,-50.9602269,Brazil,Londrina,South America
-23.373543,-64.2907155,Argentina,San Ramón de la Nueva Orán,South America
-23.388062,-51.9677204,Brazil,Maringá,South America
-23.4129338,-45.9967645,Brazil,São José dos Campos,South America
-23.4418365,-51.9249947,Brazil,Maringá,South America
-23.4886628,144.5038073,Australia,Longreach,Oceania
-23.5170661,31.4836051,South Africa,Mapai,South Africa
-23.5191943,150.5512115,Australia,Rockhampton,Oceania
-23.5338007,-46.4928216,Brazil,Santo André,South America
-23.5340557,-51.2592526,Brazil,Arapongas,South America
-23.5504837,150.5226735,Australia,Rockhampton,Oceania
-23.551893,-46.8310301,Brazil,São Paulo,South America
-23.5523935,-48.4080935,Brazil,Itapetininga,South America
-23.5688716,-46.6653375,Brazil,São Paulo,South America
-23.5709794,-46.3337237,Brazil,Santo André,South America
-23.5735309,28.4095207,South Africa,Polokwane,South Africa
-23.5813921,-48.1221168,Brazil,Itapetininga,South America
-23.5921542,28.3908485,South Africa,Polokwane,South Africa
-23.6356377,-55.0094105,Brazil,Ype Jhú,South America
-23.6636829,119.7443041,Australia,Newman,Oceania
-23.6721172,-54.7171238,Brazil,Salto del Guairá,South America
-23.694481,-49.8339952,Brazil,Jacarèzinho,South America
-23.7186021,-46.6942568,Brazil,São Paulo,South America
-23.728588,144.4949785,Australia,Longreach,Oceania
-23.7353147,-67.8402436,Chile,Toconao,South America
-23.7537516,-49.6257139,Brazil,Jacarèzinho,South America
-23.7579425,133.7821037,Australia,Alice Springs,Oceania
-23.7718074,-51.3968907,Brazil,Apucarana,South America
-23.7771512,-45.9938758,Brazil,Santos,South America
-23.8687904,-51.1876111,Brazil,Apucarana,South America
-23.887021,31.5426211,South Africa,Mapai,South Africa
-23.9077513,30.711379,South Africa,Tzaneen,South Africa
-23.9087354,-51.2788342,Brazil,Apucarana,South America
-23.9286302,-49.0057544,Brazil,Itapeva,South America
-23.929589,29.8568518,South Africa,Tzaneen,South Africa
-23.9350307,-52.4657243,Brazil,Campo Mourão,South America
-23.9482483,132.8898529,Australia,Alice Springs,Oceania
-23.9681318,151.2818483,Australia,Gladstone,Oceania
-23.9755213,-53.9000973,Brazil,Guaíra,South America
-23.9775896,145.349749,Australia,Barcaldine,Oceania
-23.9792871,-48.1273244,Brazil,Itapetininga,South America
-24.0198283,-48.4589553,Brazil,Itapeva,South America
-24.0224672,114.0393034,Australia,Carnarvon,Oceania
-24.0271444,114.038343,Australia,Carnarvon,Oceania
-24.0404123,148.1078355,Australia,Emerald,Oceania
-24.0631378,150.9077506,Australia,Gladstone,Oceania
-24.070096,133.6044106,Australia,Alice Springs,Oceania
-24.0772765,-54.2388077,Brazil,Guaíra,South America
-24.0960431,-52.6261774,Brazil,Campo Mourão,South America
-24.1076184,133.5585669,Australia,Alice Springs,Oceania
-24.1139622,-46.7899888,Brazil,Itanhaém,South America
-24.1189921,-52.1591039,Brazil,Campo Mourão,South America
-24.1226286,-47.2708467,Brazil,Itanhaém,South America
-24.1436207,113.4598553,Australia,Carnarvon,Oceania
-24.1630702,-52.4828509,Brazil,Campo Mourão,South America
-24.2009706,-64.3948691,Argentina,San Pedro,South America
-24.2028549,-60.2103374,Argentina,Las Lomitas,South America
-24.2257534,27.4807079,South Africa,Mahalapye,South Africa
-24.2349479,-66.2415229,Argentina,San Antonio de los Cobres,South America
-24.2780333,29.9350485,South Africa,Lebowakgomo,South Africa
-24.285427,-52.277586,Brazil,Campo Mourão,South America
-24.3023525,151.4616314,Australia,Gladstone,Oceania
-24.3031419,28.110689,South Africa,Brits,South Africa
-24.3150965,142.8719884,Australia,Windorah,Oceania
-24.3201327,-69.9771362,Chile,Antofagasta,South America
-24.3336366,133.4672336,Australia,Alice Springs,Oceania
-24.3614218,30.6667042,South Africa,Tzaneen,South Africa
-24.3681095,150.9774556,Australia,Biloela,Oceania
-24.3806413,-51.1689305,Brazil,Telêmaco Borba,South America
-24.3906548,31.7208485,South Africa,Komatipoort,South Africa
-24.4224515,26.6812675,South Africa,Mochudi,South Africa
-24.4294336,149.9327159,Australia,Theodore,Oceania
-24.448661,151.6580943,Australia,Gladstone,Oceania
-24.4675831,27.6120732,South Africa,Brits,South Africa
-24.5025964,-70.5575386,Chile,Antofagasta,South America
-24.5317946,-49.9514641,Brazil,Castro,South America
-24.5334834,26.6121986,South Africa,Mochudi,South Africa
-24.5903302,-53.5140323,Brazil,Cascavel,South America
-24.5906098,133.2242677,Australia,Alice Springs,Oceania
-24.5937157,28.8099007,South Africa,Lebowakgomo,South Africa
-24.6102342,149.1945913,Australia,Theodore,Oceania
-24.6210852,151.9135378,Australia,Bundaberg,Oceania
-24.6231538,-53.7475186,Brazil,Cascavel,South America
-24.6655186,-65.0627043,Argentina,General Martín Miguel de Güemes,South America
-24.6864735,27.4697404,South Africa,Rustenburg,South Africa
-24.7153208,-50.5474313,Brazil,Telêmaco Borba,South America
-24.7199674,150.8204231,Australia,Biloela,Oceania
-24.7363469,-60.5545141,Argentina,Las Lomitas,South America
-24.7493408,-64.2542026,Argentina,Joaquín V. González,South America
-24.7584609,31.8741529,South Africa,Komatipoort,South Africa
-24.7825061,-51.7691533,Brazil,Guarapuava,South America
-24.8078252,142.9511979,Australia,Windorah,Oceania
-24.8159664,150.1612881,Australia,Theodore,Oceania
-24.8296183,113.8724479,Australia,Carnarvon,Oceania
-24.8478687,-64.3466516,Argentina,Joaquín V. González,South America
-24.8545009,28.8723278,South Africa,Lebowakgomo,South Africa
-24.8850764,-49.8519377,Brazil,Castro,South America
-24.8872368,132.280234,Australia,Yulara,Oceania
-24.8976496,-70.526115,Chile,Taltal,South America
-24.90897,30.1056293,South Africa,Lebowakgomo,South Africa
-24.9115451,132.2870588,Australia,Yulara,Oceania
-24.9390865,-49.8275194,Brazil,Castro,South America
-24.9687553,31.3627763,South Africa,Nelspruit,South Africa
-24.9699315,153.3300008,Australia,Hervey Bay,Oceania
-24.9708893,-50.3840646,Brazil,Ponta Grossa,South America
-24.9807627,-65.6850834,Argentina,Cerrillos,South America
-25.0379565,31.0719135,South Africa,Nelspruit,South Africa
-25.0661649,-48.5723618,Brazil,Paranaguá,South America
-25.0665257,114.9951625,Australia,Carnarvon,Oceania
-25.0751945,-49.377749,Brazil,Curitiba,South America
-25.0955485,-53.1275374,Brazil,Cascavel,South America
-25.1439033,-53.9726443,Brazil,Cascavel,South America
-25.154085,27.9644934,South Africa,Brits,South Africa
-25.1571645,-50.5443154,Brazil,Irati,South America
-25.1992282,28.9282814,South Africa,Middelburg,South Africa
-25.2050056,28.8757961,South Africa,Middelburg,South Africa
-25.2061204,132.7633494,Australia,Yulara,Oceania
-25.2116479,148.7790273,Australia,Theodore,Oceania
-25.2189213,132.0631958,Australia,Yulara,Oceania
-25.299095,-69.8643845,Chile,Taltal,South America
-25.3037606,131.685487,Australia,Yulara,Oceania
-25.3410874,27.0865599,South Africa,Rustenburg,South Africa
-25.3572534,-53.292135,Brazil,Cascavel,South America
-25.3712007,27.1960415,South Africa,Rustenburg,South Africa
-25.3716655,26.8265933,South Africa,Rustenburg,South Africa
-25.4278714,116.0879085,Australia,Carnarvon,Oceania
-25.4327012,-48.7181593,Brazil,Paranaguá,South America
-25.4395641,-51.9822034,Brazil,Guarapuava,South America
-25.4415766,20.5483855,South Africa,Lokwabe,South Africa
-25.4563886,-48.6857135,Brazil,Paranaguá,South America
-25.4582518,-49.5401563,Brazil,Curitiba,South America
-25.4740067,27.0570047,South Africa,Rustenburg,South Africa
-25.4925198,148.81409,Australia,Roma,Oceania
-25.498747,20.4091753,South Africa,Lokwabe,South Africa
-25.5083095,-53.291908,Brazil,Cascavel,South America
-25.5318189,152.5737971,Australia,Maryborough,Oceania
-25.5626096,142.9598264,Australia,Windorah,Oceania
-25.5724819,151.8883264,Australia,Eidsvold,Oceania
-25.574352,114.1597579,Australia,Carnarvon,Oceania
-25.5770525,152.135538,Australia,Maryborough,Oceania
-25.6085999,30.4794216,South Africa,Nelspruit,South Africa
-25.6662172,150.1570861,Australia,Theodore,Oceania
-25.7449353,-49.4815634,Brazil,Lapa,South America
-25.7695991,151.2218808,Australia,Eidsvold,Oceania
-25.786389,140.3928816,Australia,Birdsville,Oceania
-25.789681,-59.1417672,Argentina,Comandante Fontana,South America
-25.839803,28.1738255,South Africa,Pretoria,South Africa
-25.8614421,-50.7660278,Brazil,Irati,South America
-25.8710605,30.5581633,South Africa,Nelspruit,South Africa
-25.9186234,-48.9190196,Brazil,Joinvile,South America
-25.9674314,28.9549303,South Africa,Middelburg,South Africa
-25.9881762,-49.3293802,Brazil,São José dos Pinhais,South America
-26.0303132,153.1422776,Australia,Gympie,Oceania
-26.0331133,-67.4432024,Argentina,Cafayate,South America
-26.0449727,149.099006,Australia,Roma,Oceania
-26.0531744,-58.3303695,Argentina,Formosa,South America
-26.054031,152.4994183,Australia,Gympie,Oceania
-26.0897173,149.0723935,Australia,Roma,Oceania
-26.1221516,139.4021694,Australia,Birdsville,Oceania
-26.1296598,27.8389572,South Africa,Johannesburg,South Africa
-26.1373234,146.9099242,Australia,Charleville,Oceania
-26.1442736,28.2239158,South Africa,Benoni,South Africa
-26.1469508,146.3745661,Australia,Charleville,Oceania
-26.1586905,-51.1703642,Brazil,Pôrto União,South America
-26.1618335,152.7538124,Australia,Gympie,Oceania
-26.1834368,-60.4965242,Argentina,Castelli,South America
-26.184047,-58.2050273,Argentina,Formosa,South America
-26.2060506,30.5987544,South Africa,Mbabane,South Africa
-26.2231201,152.5943253,Australia,Gympie,Oceania
-26.2302027,143.5383087,Australia,Quilpie,Oceania
-26.3475123,-53.2688737,Brazil,Chapecó,South America
-26.3528121,-59.4099513,Argentina,Comandante Fontana,South America
-26.3587698,152.9189651,Australia,Gympie,Oceania
-26.3601725,27.7050458,South Africa,Johannesburg,South Africa
-26.3766124,-51.2584647,Brazil,Pôrto União,South America
-26.4088847,-65.3203366,Argentina,Trancas,South America
-26.4094888,149.6940127,Australia,Roma,Oceania
-26.4157296,114.4651612,Australia,Kalbarri,Oceania
-26.4385145,-54.1474032,Argentina,Eldorado,South America
-26.4516154,149.2815238,Australia,Roma,Oceania
-26.4621255,119.355104,Australia,Meekatharra,Oceania
-26.4672887,119.4273528,Australia,Meekatharra,Oceania
-26.4804456,25.9809118,South Africa,Mahikeng,South Africa
-26.4868568,147.8048699,Australia,Roma,Oceania
-26.5004269,-51.9758436,Brazil,Palmas,South America
-26.501433,118.5604872,Australia,Meekatharra,Oceania
-26.5215355,152.0158719,Australia,Kingaroy,Oceania
-26.5350764,-59.9416605,Argentina,Presidencia Roque Sáenz Peña,South America
-26.5476396,150.1408815,Australia,Dalby,Oceania
-26.549177,-70.3953293,Chile,Diego de Almagro,South America
-26.5506626,-50.6953691,Brazil,Caçador,South America
-26.555457,24.1391549,South Africa,Vryburg,South Africa
-26.5563049,27.9907257,South Africa,Vereeniging,South Africa
-26.5641505,-58.5317836,Argentina,Pilar,South America
-26.5644288,113.9332142,Australia,Kalbarri,Oceania
-26.5673173,118.7616308,Australia,Meekatharra,Oceania
-26.5710903,22.8464525,South Africa,Tshabong,South Africa
-26.5758318,26.7362112,South Africa,Klerksdorp,South Africa
-26.5886133,22.855183,South Africa,Tshabong,South Africa
-26.5931029,-58.5618269,Argentina,Pilar,South America
-26.5967908,28.9982517,South Africa,Standerton,South Africa
-26.6114104,152.9702149,Australia,Caloundra,Oceania
-26.627288,152.9692395,Australia,Caloundra,Oceania
-26.627933,27.6785506,South Africa,Vereeniging,South Africa
-26.63166,145.1386448,Australia,Quilpie,Oceania
-26.6359265,144.8943817,Australia,Quilpie,Oceania
-26.6429184,149.8527265,Australia,Roma,Oceania
-26.6486526,148.6638164,Australia,Roma,Oceania
-26.6580157,150.1814745,Australia,Dalby,Oceania
-26.6592244,25.505775,South Africa,Mahikeng,South Africa
-26.6632279,27.9680884,South Africa,Vereeniging,South Africa
-26.7009686,133.3032752,Australia,Yulara,Oceania
-26.7100354,30.1825011,South Africa,Volksrust,South Africa
-26.7114768,-64.9614908,Argentina,San Miguel de Tucumán,South America
-26.7224438,-64.9680202,Argentina,San Miguel de Tucumán,South America
